index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
35383,2002,9,OR,Total Electric Power,Hydroelectric Conventional,2236869
35384,2002,9,OR,Total Electric Power,Wind,25427
35385,2002,9,OR,Total Electric Power,Wood and Wood Derived Fuels,63392
35386,2002,9,OR,Total Electric Power,Other Biomass,3594
35387,2002,9,OR,Total Electric Power,Other,2823
35389,2002,9,OR,Electric Utilities,Coal,391607
35390,2002,9,OR,Electric Utilities,Petroleum,55
35391,2002,9,OR,Electric Utilities,Natural Gas,181356
35392,2002,9,OR,Electric Utilities,Hydroelectric Conventional,2219409
35393,2002,9,OR,Electric Utilities,Wood and Wood Derived Fuels,0
35394,2002,9,OR,Electric Utilities,Other Biomass,1
35396,2002,9,OR,Independent Power Producers,Natural Gas,0
35397,2002,9,OR,Independent Power Producers,Hydroelectric Conventional,17460
35398,2002,9,OR,Independent Power Producers,Wind,25427
35399,2002,9,OR,Independent Power Producers,Other Biomass,3593
35400,2002,9,OR,Independent Power Producers,Other,2823
35402,2002,9,OR,Electric Power,Natural Gas,564204
35403,2002,9,OR,Electric Power,Wood and Wood Derived Fuels,27047
35405,2002,9,OR,Commercial Power,Petroleum,8
35406,2002,9,OR,Commercial Power,Natural Gas,0
35408,2002,9,OR,Industrial Power,Coal,0
35409,2002,9,OR,Industrial Power,Petroleum,0
35410,2002,9,OR,Industrial Power,Natural Gas,32662
35411,2002,9,OR,Industrial Power,Wood and Wood Derived Fuels,36345
35412,2002,9,OR,Industrial Power,Other,0
35414,2002,9,PA,Total Electric Power,Coal,9342336
35415,2002,9,PA,Total Electric Power,Petroleum,205571
35416,2002,9,PA,Total Electric Power,Natural Gas,703153
35417,2002,9,PA,Total Electric Power,Other Gases,47526
35418,2002,9,PA,Total Electric Power,Nuclear,5965978
35419,2002,9,PA,Total Electric Power,Hydroelectric Conventional,73718
35420,2002,9,PA,Total Electric Power,Wind,2784
35421,2002,9,PA,Total Electric Power,Wood and Wood Derived Fuels,66945
35422,2002,9,PA,Total Electric Power,Other Biomass,99567
35423,2002,9,PA,Total Electric Power,Pumped Storage,-32579
35424,2002,9,PA,Total Electric Power,Other,54202
35426,2002,9,PA,Electric Utilities,Coal,1172942
35427,2002,9,PA,Electric Utilities,Petroleum,6496
35428,2002,9,PA,Electric Utilities,Natural Gas,148
35429,2002,9,PA,Electric Utilities,Nuclear,1154533
35430,2002,9,PA,Electric Utilities,Hydroelectric Conventional,25958
35431,2002,9,PA,Electric Utilities,Pumped Storage,-19821
35433,2002,9,PA,Independent Power Producers,Coal,7691443
35434,2002,9,PA,Independent Power Producers,Petroleum,149920
35435,2002,9,PA,Independent Power Producers,Natural Gas,549678
35436,2002,9,PA,Independent Power Producers,Other Gases,104
35437,2002,9,PA,Independent Power Producers,Nuclear,4811445
35438,2002,9,PA,Independent Power Producers,Hydroelectric Conventional,47760
35439,2002,9,PA,Independent Power Producers,Wind,2784
35440,2002,9,PA,Independent Power Producers,Other Biomass,85345
35441,2002,9,PA,Independent Power Producers,Pumped Storage,-12758
35442,2002,9,PA,Independent Power Producers,Other,46005
35444,2002,9,PA,Electric Power,Coal,356500
35445,2002,9,PA,Electric Power,Petroleum,28894
35446,2002,9,PA,Electric Power,Natural Gas,81653
35447,2002,9,PA,Electric Power,Other Gases,76
35448,2002,9,PA,Electric Power,Wood and Wood Derived Fuels,19075
35449,2002,9,PA,Electric Power,Other Biomass,4675
35450,2002,9,PA,Electric Power,Other,859
35452,2002,9,PA,Commercial Power,Coal,407
35453,2002,9,PA,Commercial Power,Petroleum,313
35454,2002,9,PA,Commercial Power,Natural Gas,17830
35455,2002,9,PA,Commercial Power,Other Biomass,9339
35456,2002,9,PA,Commercial Power,Other,7337
35458,2002,9,PA,Industrial Power,Coal,121044
35459,2002,9,PA,Industrial Power,Petroleum,19949
35460,2002,9,PA,Industrial Power,Natural Gas,53844
35461,2002,9,PA,Industrial Power,Other Gases,47346
35462,2002,9,PA,Industrial Power,Wood and Wood Derived Fuels,47870
35463,2002,9,PA,Industrial Power,Other Biomass,209
35464,2002,9,PA,Industrial Power,Other,0
35466,2002,9,RI,Total Electric Power,Petroleum,4630
35467,2002,9,RI,Total Electric Power,Natural Gas,489325
35468,2002,9,RI,Total Electric Power,Hydroelectric Conventional,291
35469,2002,9,RI,Total Electric Power,Other Biomass,8028
35470,2002,9,RI,Total Electric Power,Other,53783
35472,2002,9,RI,Electric Utilities,Petroleum,986
35473,2002,9,RI,Electric Utilities,Hydroelectric Conventional,0
35475,2002,9,RI,Independent Power Producers,Petroleum,0
35476,2002,9,RI,Independent Power Producers,Natural Gas,484789
35477,2002,9,RI,Independent Power Producers,Hydroelectric Conventional,291
35478,2002,9,RI,Independent Power Producers,Other Biomass,8028
35479,2002,9,RI,Independent Power Producers,Other,53783
35481,2002,9,RI,Electric Power,Petroleum,496
35482,2002,9,RI,Electric Power,Natural Gas,3998
35484,2002,9,RI,Commercial Power,Petroleum,3148
35485,2002,9,RI,Commercial Power,Natural Gas,538
35487,2002,9,RI,Industrial Power,Petroleum,0
35489,2002,9,SC,Total Electric Power,Coal,3224851
35490,2002,9,SC,Total Electric Power,Petroleum,25682
35491,2002,9,SC,Total Electric Power,Natural Gas,366160
35492,2002,9,SC,Total Electric Power,Other Gases,54
35493,2002,9,SC,Total Electric Power,Nuclear,4686035
35494,2002,9,SC,Total Electric Power,Hydroelectric Conventional,84699
35495,2002,9,SC,Total Electric Power,Wood and Wood Derived Fuels,110948
35496,2002,9,SC,Total Electric Power,Other Biomass,676
35497,2002,9,SC,Total Electric Power,Pumped Storage,-135235
35498,2002,9,SC,Total Electric Power,Other,0
35500,2002,9,SC,Electric Utilities,Coal,3183977
35501,2002,9,SC,Electric Utilities,Petroleum,19372
35502,2002,9,SC,Electric Utilities,Natural Gas,303515
35503,2002,9,SC,Electric Utilities,Nuclear,4686035
35504,2002,9,SC,Electric Utilities,Hydroelectric Conventional,80358
35505,2002,9,SC,Electric Utilities,Other Biomass,676
35506,2002,9,SC,Electric Utilities,Pumped Storage,-135235
35508,2002,9,SC,Independent Power Producers,Petroleum,0
35509,2002,9,SC,Independent Power Producers,Natural Gas,18420
35510,2002,9,SC,Independent Power Producers,Hydroelectric Conventional,4316
35512,2002,9,SC,Electric Power,Natural Gas,38771
35514,2002,9,SC,Commercial Power,Petroleum,44
35515,2002,9,SC,Commercial Power,Natural Gas,103
35516,2002,9,SC,Commercial Power,Hydroelectric Conventional,25
35518,2002,9,SC,Industrial Power,Coal,40874
35519,2002,9,SC,Industrial Power,Petroleum,6266
35520,2002,9,SC,Industrial Power,Natural Gas,5351
35521,2002,9,SC,Industrial Power,Other Gases,54
35522,2002,9,SC,Industrial Power,Wood and Wood Derived Fuels,110948
35523,2002,9,SC,Industrial Power,Other Biomass,0
35524,2002,9,SC,Industrial Power,Other,0
35526,2002,9,SD,Total Electric Power,Coal,158216
35527,2002,9,SD,Total Electric Power,Petroleum,326
35528,2002,9,SD,Total Electric Power,Natural Gas,10823
35529,2002,9,SD,Total Electric Power,Hydroelectric Conventional,453630
35530,2002,9,SD,Total Electric Power,Wind,490
35532,2002,9,SD,Electric Utilities,Coal,158216
35533,2002,9,SD,Electric Utilities,Petroleum,326
35534,2002,9,SD,Electric Utilities,Natural Gas,10823
35535,2002,9,SD,Electric Utilities,Hydroelectric Conventional,453630
35536,2002,9,SD,Electric Utilities,Wind,490
35538,2002,9,TN,Total Electric Power,Coal,4842770
35539,2002,9,TN,Total Electric Power,Petroleum,13623
35540,2002,9,TN,Total Electric Power,Natural Gas,27241
35541,2002,9,TN,Total Electric Power,Other Gases,1165
35542,2002,9,TN,Total Electric Power,Nuclear,2417070
35543,2002,9,TN,Total Electric Power,Hydroelectric Conventional,571126
35544,2002,9,TN,Total Electric Power,Wind,198
35545,2002,9,TN,Total Electric Power,Wood and Wood Derived Fuels,68750
35546,2002,9,TN,Total Electric Power,Other Biomass,3311
35547,2002,9,TN,Total Electric Power,Pumped Storage,-25805
35548,2002,9,TN,Total Electric Power,Other,150
35550,2002,9,TN,Electric Utilities,Coal,4721214
35551,2002,9,TN,Electric Utilities,Petroleum,12313
35552,2002,9,TN,Electric Utilities,Natural Gas,-92
35553,2002,9,TN,Electric Utilities,Nuclear,2417070
35554,2002,9,TN,Electric Utilities,Hydroelectric Conventional,521063
35555,2002,9,TN,Electric Utilities,Wind,198
35556,2002,9,TN,Electric Utilities,Pumped Storage,-25805
35558,2002,9,TN,Independent Power Producers,Natural Gas,6440
35559,2002,9,TN,Independent Power Producers,Other Biomass,2573
35561,2002,9,TN,Electric Power,Wood and Wood Derived Fuels,13
35562,2002,9,TN,Electric Power,Other,0
35564,2002,9,TN,Commercial Power,Coal,3007
35565,2002,9,TN,Commercial Power,Natural Gas,4066
35566,2002,9,TN,Commercial Power,Other Biomass,0
35567,2002,9,TN,Commercial Power,Other,0
35569,2002,9,TN,Industrial Power,Coal,118549
35570,2002,9,TN,Industrial Power,Petroleum,1310
35571,2002,9,TN,Industrial Power,Natural Gas,16827
35572,2002,9,TN,Industrial Power,Other Gases,1165
35573,2002,9,TN,Industrial Power,Hydroelectric Conventional,50063
35574,2002,9,TN,Industrial Power,Wood and Wood Derived Fuels,68737
35575,2002,9,TN,Industrial Power,Other Biomass,738
35576,2002,9,TN,Industrial Power,Other,150
35578,2002,9,TX,Total Electric Power,Coal,12168715
35579,2002,9,TX,Total Electric Power,Petroleum,132005
35580,2002,9,TX,Total Electric Power,Natural Gas,18197234
35581,2002,9,TX,Total Electric Power,Other Gases,266713
35582,2002,9,TX,Total Electric Power,Nuclear,3323977
35583,2002,9,TX,Total Electric Power,Hydroelectric Conventional,78310
35584,2002,9,TX,Total Electric Power,Wind,163651
35585,2002,9,TX,Total Electric Power,Wood and Wood Derived Fuels,101899
35586,2002,9,TX,Total Electric Power,Other Biomass,27312
35587,2002,9,TX,Total Electric Power,Other,203981
35589,2002,9,TX,Electric Utilities,Coal,8069969
35590,2002,9,TX,Electric Utilities,Petroleum,1947
35591,2002,9,TX,Electric Utilities,Natural Gas,3625448
35592,2002,9,TX,Electric Utilities,Nuclear,1809080
35593,2002,9,TX,Electric Utilities,Hydroelectric Conventional,74535
35594,2002,9,TX,Electric Utilities,Wind,218
35596,2002,9,TX,Independent Power Producers,Coal,3920292
35597,2002,9,TX,Independent Power Producers,Petroleum,9516
35598,2002,9,TX,Independent Power Producers,Natural Gas,6796343
35599,2002,9,TX,Independent Power Producers,Nuclear,1514897
35600,2002,9,TX,Independent Power Producers,Hydroelectric Conventional,3776
35601,2002,9,TX,Independent Power Producers,Wind,163433
35602,2002,9,TX,Independent Power Producers,Other Biomass,2892
35604,2002,9,TX,Electric Power,Petroleum,108452
35605,2002,9,TX,Electric Power,Natural Gas,5067116
35606,2002,9,TX,Electric Power,Other Gases,70765
35607,2002,9,TX,Electric Power,Other Biomass,18408
35608,2002,9,TX,Electric Power,Other,59698
35610,2002,9,TX,Commercial Power,Petroleum,312
35611,2002,9,TX,Commercial Power,Natural Gas,41007
35612,2002,9,TX,Commercial Power,Other Biomass,1004
35614,2002,9,TX,Industrial Power,Coal,178454
35615,2002,9,TX,Industrial Power,Petroleum,11778
35616,2002,9,TX,Industrial Power,Natural Gas,2667320
35617,2002,9,TX,Industrial Power,Other Gases,195947
35618,2002,9,TX,Industrial Power,Wood and Wood Derived Fuels,101899
35619,2002,9,TX,Industrial Power,Other Biomass,5009
35620,2002,9,TX,Industrial Power,Other,144283
35622,2002,9,UT,Total Electric Power,Coal,3004337
35623,2002,9,UT,Total Electric Power,Petroleum,4397
35624,2002,9,UT,Total Electric Power,Natural Gas,205674
35625,2002,9,UT,Total Electric Power,Other Gases,0
35626,2002,9,UT,Total Electric Power,Hydroelectric Conventional,35020
35627,2002,9,UT,Total Electric Power,Geothermal,19992
35628,2002,9,UT,Total Electric Power,Other Biomass,549
35629,2002,9,UT,Total Electric Power,Other,431
35631,2002,9,UT,Electric Utilities,Coal,2973042
35632,2002,9,UT,Electric Utilities,Petroleum,4396
35633,2002,9,UT,Electric Utilities,Natural Gas,196929
35634,2002,9,UT,Electric Utilities,Hydroelectric Conventional,34539
35635,2002,9,UT,Electric Utilities,Geothermal,19992
35637,2002,9,UT,Independent Power Producers,Coal,31295
35638,2002,9,UT,Independent Power Producers,Natural Gas,6807
35639,2002,9,UT,Independent Power Producers,Hydroelectric Conventional,481
35641,2002,9,UT,Electric Power,Petroleum,1
35642,2002,9,UT,Electric Power,Other Biomass,549
35643,2002,9,UT,Electric Power,Other,431
35645,2002,9,UT,Commercial Power,Petroleum,0
35646,2002,9,UT,Commercial Power,Natural Gas,1938
35647,2002,9,UT,Commercial Power,Other Gases,0
35649,2002,9,VA,Total Electric Power,Coal,3327900
35650,2002,9,VA,Total Electric Power,Petroleum,99622
35651,2002,9,VA,Total Electric Power,Natural Gas,533835
35652,2002,9,VA,Total Electric Power,Other Gases,0
35653,2002,9,VA,Total Electric Power,Nuclear,1982069
35654,2002,9,VA,Total Electric Power,Hydroelectric Conventional,61154
35655,2002,9,VA,Total Electric Power,Solar Thermal and Photovoltaic,0
35656,2002,9,VA,Total Electric Power,Wood and Wood Derived Fuels,115353
35657,2002,9,VA,Total Electric Power,Other Biomass,59150
35658,2002,9,VA,Total Electric Power,Pumped Storage,-172306
35659,2002,9,VA,Total Electric Power,Other,39248
35661,2002,9,VA,Electric Utilities,Coal,2703886
35662,2002,9,VA,Electric Utilities,Petroleum,78667
35663,2002,9,VA,Electric Utilities,Natural Gas,221933
35664,2002,9,VA,Electric Utilities,Other Gases,0
35665,2002,9,VA,Electric Utilities,Nuclear,1982069
35666,2002,9,VA,Electric Utilities,Hydroelectric Conventional,58541
35667,2002,9,VA,Electric Utilities,Solar Thermal and Photovoltaic,0
35668,2002,9,VA,Electric Utilities,Wood and Wood Derived Fuels,0
35669,2002,9,VA,Electric Utilities,Pumped Storage,-172306
35671,2002,9,VA,Independent Power Producers,Coal,196368
35672,2002,9,VA,Independent Power Producers,Petroleum,8124
35673,2002,9,VA,Independent Power Producers,Natural Gas,187759
35674,2002,9,VA,Independent Power Producers,Hydroelectric Conventional,2554
35675,2002,9,VA,Independent Power Producers,Wood and Wood Derived Fuels,28335
35676,2002,9,VA,Independent Power Producers,Other Biomass,35407
35677,2002,9,VA,Independent Power Producers,Other,21364
35679,2002,9,VA,Electric Power,Coal,334174
35680,2002,9,VA,Electric Power,Petroleum,1624
35681,2002,9,VA,Electric Power,Natural Gas,77853
35682,2002,9,VA,Electric Power,Wood and Wood Derived Fuels,116
35683,2002,9,VA,Electric Power,Other Biomass,1208
35685,2002,9,VA,Commercial Power,Coal,0
35686,2002,9,VA,Commercial Power,Petroleum,171
35687,2002,9,VA,Commercial Power,Natural Gas,19248
35688,2002,9,VA,Commercial Power,Other Biomass,17379
35689,2002,9,VA,Commercial Power,Other,13654
35691,2002,9,VA,Industrial Power,Coal,93473
35692,2002,9,VA,Industrial Power,Petroleum,11037
35693,2002,9,VA,Industrial Power,Natural Gas,27042
35694,2002,9,VA,Industrial Power,Hydroelectric Conventional,59
35695,2002,9,VA,Industrial Power,Wood and Wood Derived Fuels,86902
35696,2002,9,VA,Industrial Power,Other Biomass,5156
35697,2002,9,VA,Industrial Power,Other,4230
35699,2002,9,VT,Total Electric Power,Petroleum,559
35700,2002,9,VT,Total Electric Power,Natural Gas,280
35701,2002,9,VT,Total Electric Power,Nuclear,349961
35702,2002,9,VT,Total Electric Power,Hydroelectric Conventional,47737
35703,2002,9,VT,Total Electric Power,Wind,632
35704,2002,9,VT,Total Electric Power,Wood and Wood Derived Fuels,37520
35706,2002,9,VT,Electric Utilities,Petroleum,559
35707,2002,9,VT,Electric Utilities,Natural Gas,280
35708,2002,9,VT,Electric Utilities,Hydroelectric Conventional,5295
35709,2002,9,VT,Electric Utilities,Wind,632
35710,2002,9,VT,Electric Utilities,Wood and Wood Derived Fuels,22673
35712,2002,9,VT,Independent Power Producers,Nuclear,349961
35713,2002,9,VT,Independent Power Producers,Hydroelectric Conventional,41583
35714,2002,9,VT,Independent Power Producers,Wood and Wood Derived Fuels,14847
35716,2002,9,VT,Industrial Power,Hydroelectric Conventional,859
35718,2002,9,WA,Total Electric Power,Coal,907245
35719,2002,9,WA,Total Electric Power,Petroleum,5269
35720,2002,9,WA,Total Electric Power,Natural Gas,470619
35721,2002,9,WA,Total Electric Power,Other Gases,28080
35722,2002,9,WA,Total Electric Power,Nuclear,761289
35723,2002,9,WA,Total Electric Power,Hydroelectric Conventional,4534429
35724,2002,9,WA,Total Electric Power,Wind,33530
35725,2002,9,WA,Total Electric Power,Wood and Wood Derived Fuels,100227
35726,2002,9,WA,Total Electric Power,Other Biomass,13101
35727,2002,9,WA,Total Electric Power,Pumped Storage,0
35728,2002,9,WA,Total Electric Power,Other,5049
35730,2002,9,WA,Electric Utilities,Petroleum,2477
35731,2002,9,WA,Electric Utilities,Natural Gas,110736
35732,2002,9,WA,Electric Utilities,Nuclear,761289
35733,2002,9,WA,Electric Utilities,Hydroelectric Conventional,4501752
35734,2002,9,WA,Electric Utilities,Wind,6889
35735,2002,9,WA,Electric Utilities,Wood and Wood Derived Fuels,46330
35736,2002,9,WA,Electric Utilities,Other Biomass,3687
35737,2002,9,WA,Electric Utilities,Pumped Storage,0
35739,2002,9,WA,Independent Power Producers,Coal,906069
35740,2002,9,WA,Independent Power Producers,Petroleum,125
35741,2002,9,WA,Independent Power Producers,Natural Gas,86820
35742,2002,9,WA,Independent Power Producers,Hydroelectric Conventional,14873
35743,2002,9,WA,Independent Power Producers,Wind,26641
35744,2002,9,WA,Independent Power Producers,Other Biomass,8113
35745,2002,9,WA,Independent Power Producers,Other,5049
35747,2002,9,WA,Electric Power,Petroleum,39
35748,2002,9,WA,Electric Power,Natural Gas,261897
35749,2002,9,WA,Electric Power,Other Gases,28080
35750,2002,9,WA,Electric Power,Other Biomass,1301
35752,2002,9,WA,Commercial Power,Coal,0
35753,2002,9,WA,Commercial Power,Natural Gas,2685
35754,2002,9,WA,Commercial Power,Hydroelectric Conventional,0
35756,2002,9,WA,Industrial Power,Coal,1176
35757,2002,9,WA,Industrial Power,Petroleum,2628
35758,2002,9,WA,Industrial Power,Natural Gas,8481
35759,2002,9,WA,Industrial Power,Hydroelectric Conventional,17804
35760,2002,9,WA,Industrial Power,Wood and Wood Derived Fuels,53897
35762,2002,9,WI,Total Electric Power,Coal,3534591
35763,2002,9,WI,Total Electric Power,Petroleum,33902
35764,2002,9,WI,Total Electric Power,Natural Gas,228266
35765,2002,9,WI,Total Electric Power,Nuclear,898541
35766,2002,9,WI,Total Electric Power,Hydroelectric Conventional,222116
35767,2002,9,WI,Total Electric Power,Wind,3006
35768,2002,9,WI,Total Electric Power,Wood and Wood Derived Fuels,54334
35769,2002,9,WI,Total Electric Power,Other Biomass,28063
35770,2002,9,WI,Total Electric Power,Other,14225
35772,2002,9,WI,Electric Utilities,Coal,3456229
35773,2002,9,WI,Electric Utilities,Petroleum,17968
35774,2002,9,WI,Electric Utilities,Natural Gas,121975
35775,2002,9,WI,Electric Utilities,Nuclear,898541
35776,2002,9,WI,Electric Utilities,Hydroelectric Conventional,204858
35777,2002,9,WI,Electric Utilities,Wind,3006
35778,2002,9,WI,Electric Utilities,Wood and Wood Derived Fuels,2727
35779,2002,9,WI,Electric Utilities,Other Biomass,10711
35780,2002,9,WI,Electric Utilities,Other,13996
35782,2002,9,WI,Independent Power Producers,Coal,1560
35783,2002,9,WI,Independent Power Producers,Petroleum,0
35784,2002,9,WI,Independent Power Producers,Natural Gas,15884
35785,2002,9,WI,Independent Power Producers,Hydroelectric Conventional,1127
35786,2002,9,WI,Independent Power Producers,Other Biomass,14359
35788,2002,9,WI,Electric Power,Petroleum,0
35789,2002,9,WI,Electric Power,Natural Gas,66482
35790,2002,9,WI,Electric Power,Other Biomass,1556
35792,2002,9,WI,Commercial Power,Coal,3574
35793,2002,9,WI,Commercial Power,Petroleum,243
35794,2002,9,WI,Commercial Power,Natural Gas,6649
35795,2002,9,WI,Commercial Power,Hydroelectric Conventional,0
35796,2002,9,WI,Commercial Power,Wood and Wood Derived Fuels,18
35797,2002,9,WI,Commercial Power,Other Biomass,1177
35798,2002,9,WI,Commercial Power,Other,229
35800,2002,9,WI,Industrial Power,Coal,73228
35801,2002,9,WI,Industrial Power,Petroleum,15691
35802,2002,9,WI,Industrial Power,Natural Gas,17276
35803,2002,9,WI,Industrial Power,Hydroelectric Conventional,16131
35804,2002,9,WI,Industrial Power,Wood and Wood Derived Fuels,51589
35805,2002,9,WI,Industrial Power,Other Biomass,259
35807,2002,9,WV,Total Electric Power,Coal,6835007
35808,2002,9,WV,Total Electric Power,Petroleum,19770
35809,2002,9,WV,Total Electric Power,Natural Gas,16963
35810,2002,9,WV,Total Electric Power,Other Gases,15498
35811,2002,9,WV,Total Electric Power,Hydroelectric Conventional,33345
35812,2002,9,WV,Total Electric Power,Wood and Wood Derived Fuels,0
35813,2002,9,WV,Total Electric Power,Other Biomass,858
35814,2002,9,WV,Total Electric Power,Other,1758
35816,2002,9,WV,Electric Utilities,Coal,4599516
35817,2002,9,WV,Electric Utilities,Petroleum,16180
35818,2002,9,WV,Electric Utilities,Natural Gas,300
35819,2002,9,WV,Electric Utilities,Hydroelectric Conventional,8562
35820,2002,9,WV,Electric Utilities,Wood and Wood Derived Fuels,0
35821,2002,9,WV,Electric Utilities,Other Biomass,817
35822,2002,9,WV,Electric Utilities,Other,1758
35824,2002,9,WV,Independent Power Producers,Coal,2112926
35825,2002,9,WV,Independent Power Producers,Petroleum,3590
35826,2002,9,WV,Independent Power Producers,Natural Gas,13087
35827,2002,9,WV,Independent Power Producers,Hydroelectric Conventional,9449
35829,2002,9,WV,Electric Power,Coal,32233
35830,2002,9,WV,Electric Power,Natural Gas,34
35832,2002,9,WV,Industrial Power,Coal,90332
35833,2002,9,WV,Industrial Power,Petroleum,0
35834,2002,9,WV,Industrial Power,Natural Gas,3542
35835,2002,9,WV,Industrial Power,Other Gases,15498
35836,2002,9,WV,Industrial Power,Hydroelectric Conventional,15334
35837,2002,9,WV,Industrial Power,Other Biomass,41
35839,2002,9,WY,Total Electric Power,Coal,3628015
35840,2002,9,WY,Total Electric Power,Petroleum,1889
35841,2002,9,WY,Total Electric Power,Natural Gas,83721
35842,2002,9,WY,Total Electric Power,Hydroelectric Conventional,35927
35843,2002,9,WY,Total Electric Power,Wind,33710
35844,2002,9,WY,Total Electric Power,Other,2720
35846,2002,9,WY,Electric Utilities,Coal,3610006
35847,2002,9,WY,Electric Utilities,Petroleum,1843
35848,2002,9,WY,Electric Utilities,Natural Gas,34852
35849,2002,9,WY,Electric Utilities,Hydroelectric Conventional,35927
35850,2002,9,WY,Electric Utilities,Wind,1178
35852,2002,9,WY,Independent Power Producers,Natural Gas,17539
35853,2002,9,WY,Independent Power Producers,Wind,32532
35855,2002,9,WY,Industrial Power,Coal,18009
35856,2002,9,WY,Industrial Power,Petroleum,46
35857,2002,9,WY,Industrial Power,Natural Gas,31330
35858,2002,9,WY,Industrial Power,Other,2720
35928,2002,10,AK,Total Electric Power,Coal,54482
35929,2002,10,AK,Total Electric Power,Petroleum,74921
35930,2002,10,AK,Total Electric Power,Natural Gas,326514
35931,2002,10,AK,Total Electric Power,Hydroelectric Conventional,121399
35932,2002,10,AK,Total Electric Power,Wood and Wood Derived Fuels,101
35933,2002,10,AK,Total Electric Power,Other Biomass,1089
35935,2002,10,AK,Electric Utilities,Coal,18182
35936,2002,10,AK,Electric Utilities,Petroleum,66331
35937,2002,10,AK,Electric Utilities,Natural Gas,249690
35938,2002,10,AK,Electric Utilities,Hydroelectric Conventional,121399
35940,2002,10,AK,Independent Power Producers,Natural Gas,0
35942,2002,10,AK,Electric Power,Coal,23586
35943,2002,10,AK,Electric Power,Petroleum,167
35944,2002,10,AK,Electric Power,Wood and Wood Derived Fuels,101
35946,2002,10,AK,Commercial Power,Coal,12713
35947,2002,10,AK,Commercial Power,Petroleum,2581
35949,2002,10,AK,Industrial Power,Petroleum,5841
35950,2002,10,AK,Industrial Power,Natural Gas,76824
35951,2002,10,AK,Industrial Power,Other Biomass,1089
35953,2002,10,AL,Total Electric Power,Coal,6578037
35954,2002,10,AL,Total Electric Power,Petroleum,23388
35955,2002,10,AL,Total Electric Power,Natural Gas,988789
35956,2002,10,AL,Total Electric Power,Other Gases,9631
35957,2002,10,AL,Total Electric Power,Nuclear,1918094
35958,2002,10,AL,Total Electric Power,Hydroelectric Conventional,584882
35959,2002,10,AL,Total Electric Power,Wood and Wood Derived Fuels,239068
35960,2002,10,AL,Total Electric Power,Other Biomass,947
35961,2002,10,AL,Total Electric Power,Other,882
35963,2002,10,AL,Electric Utilities,Coal,6544712
35964,2002,10,AL,Electric Utilities,Petroleum,14993
35965,2002,10,AL,Electric Utilities,Natural Gas,750205
35966,2002,10,AL,Electric Utilities,Nuclear,1918094
35967,2002,10,AL,Electric Utilities,Hydroelectric Conventional,584882
35969,2002,10,AL,Independent Power Producers,Petroleum,0
35970,2002,10,AL,Independent Power Producers,Natural Gas,107051
35972,2002,10,AL,Electric Power,Coal,19874
35973,2002,10,AL,Electric Power,Petroleum,25
35974,2002,10,AL,Electric Power,Natural Gas,34621
35975,2002,10,AL,Electric Power,Wood and Wood Derived Fuels,16993
35976,2002,10,AL,Electric Power,Other,882
35978,2002,10,AL,Industrial Power,Coal,13451
35979,2002,10,AL,Industrial Power,Petroleum,8370
35980,2002,10,AL,Industrial Power,Natural Gas,96911
35981,2002,10,AL,Industrial Power,Other Gases,9631
35982,2002,10,AL,Industrial Power,Wood and Wood Derived Fuels,222075
35983,2002,10,AL,Industrial Power,Other Biomass,947
35984,2002,10,AL,Industrial Power,Other,0
35986,2002,10,AR,Total Electric Power,Coal,2105440
35987,2002,10,AR,Total Electric Power,Petroleum,10779
35988,2002,10,AR,Total Electric Power,Natural Gas,394419
35989,2002,10,AR,Total Electric Power,Nuclear,806874
35990,2002,10,AR,Total Electric Power,Hydroelectric Conventional,189923
35991,2002,10,AR,Total Electric Power,Wood and Wood Derived Fuels,141974
35992,2002,10,AR,Total Electric Power,Other Biomass,427
35993,2002,10,AR,Total Electric Power,Other,18045
35995,2002,10,AR,Electric Utilities,Coal,2097254
35996,2002,10,AR,Electric Utilities,Petroleum,7533
35997,2002,10,AR,Electric Utilities,Natural Gas,133923
35998,2002,10,AR,Electric Utilities,Nuclear,806874
35999,2002,10,AR,Electric Utilities,Hydroelectric Conventional,189923
36001,2002,10,AR,Independent Power Producers,Natural Gas,128867
36002,2002,10,AR,Independent Power Producers,Hydroelectric Conventional,0
36003,2002,10,AR,Independent Power Producers,Other,7150
36005,2002,10,AR,Electric Power,Petroleum,0
36006,2002,10,AR,Electric Power,Natural Gas,115102
36008,2002,10,AR,Commercial Power,Natural Gas,282
36009,2002,10,AR,Commercial Power,Other Biomass,427
36011,2002,10,AR,Industrial Power,Coal,8186
36012,2002,10,AR,Industrial Power,Petroleum,3246
36013,2002,10,AR,Industrial Power,Natural Gas,16245
36014,2002,10,AR,Industrial Power,Wood and Wood Derived Fuels,141974
36015,2002,10,AR,Industrial Power,Other,10895
36017,2002,10,AZ,Total Electric Power,Coal,3059002
36018,2002,10,AZ,Total Electric Power,Petroleum,5960
36019,2002,10,AZ,Total Electric Power,Natural Gas,1812482
36020,2002,10,AZ,Total Electric Power,Nuclear,1879761
36021,2002,10,AZ,Total Electric Power,Hydroelectric Conventional,401155
36022,2002,10,AZ,Total Electric Power,Solar Thermal and Photovoltaic,32
36023,2002,10,AZ,Total Electric Power,Other Biomass,4229
36024,2002,10,AZ,Total Electric Power,Pumped Storage,13065
36025,2002,10,AZ,Total Electric Power,Other,8735
